importance_level,latency_sensitivity,energy_required_kwh,deadline_hours,cost_sensitivity,data_size_gb,num_vcpus,memory_gb,carbon_budget_strict,current_carbon_intensity,current_latency_ms,current_spot_cost,current_renewable_share,jt_batch_ml_training,jt_ci_cd_build,jt_data_archival,jt_etl_pipeline,jt_fraud_detection,jt_real_time_inference,jt_scientific_compute,jt_video_transcoding,jt_web_serving,cur_region_enc,urgency,green_pressure,carbon_load,cost_pressure,lat_x_imp,deadline_urg,energy_per_vcpu,renew_x_green,perf_vs_green,imp_sq,cost_x_imp,dl_lat,label,recommended_region
2,0.4092,117.39,10,0.4979,52.24,64,128,1,208.5,80.1,0.0499,0.541,0,0,0,0,0,0,0,1,0,3.0,0.8340644350166067,0.5251555555555556,24.475814999999997,31.8656,0.8184,0.9,1.8342187213403325,1.082,-1.4322,4,0.9958,4.0920000000000005,3,eu-north-1
6,0.8299,155.41,19,0.499,2.22,16,64,0,174.4,78.2,0.0597,0.616,0,0,0,0,0,0,0,1,0,2.0,2.0028485356047385,0.03780000000000001,27.103504,7.984,4.9794,0.81,9.713124392929725,0.616,0.41495,36,2.9939999999999998,15.768099999999999,1,ap-southeast-1
6,0.2438,16.34,2,0.6465,55.46,8,32,0,33.1,85.2,0.0483,0.877,0,0,0,0,0,0,0,0,1,0.0,5.461430388552851,0.16804444444444444,0.5408540000000001,5.172,1.4627999999999999,0.98,2.042499744687532,0.877,0.1219,36,3.8789999999999996,0.4876,5,us-east-1
8,0.3357,4.35,1,0.3343,51.28,32,128,1,593.3,62.3,0.03,0.161,0,0,0,0,1,0,0,0,0,6.0,11.541543676183881,0.1476222222222222,2.5808549999999997,10.6976,2.6856,0.99,0.13593749575195327,0.322,0.83925,64,2.6744,0.3357,5,us-east-1
8,0.85,7.8,1,0.693,6.16,4,16,0,157.1,110.2,0.0553,0.657,0,0,0,0,0,0,0,0,1,2.0,11.541543676183881,0.01666666666666667,1.22538,2.772,6.8,0.99,1.9499995125001217,0.657,2.125,64,5.544,0.85,5,us-east-1
5,0.4854,127.95,13,0.1764,23.34,32,64,0,245.5,51.1,0.0504,0.581,0,0,0,0,0,0,0,1,0,3.0,1.89461519053614,0.14294444444444443,31.411725,5.6448,2.427,0.87,3.9984373750488325,0.581,-0.2427,25,0.882,6.3102,4,sa-east-1
8,0.3809,11.8,3,0.0955,28.94,16,128,0,548.2,47.3,0.0354,0.17,0,0,0,0,0,1,0,0,0,6.0,5.770776000820895,0.06878888888888889,6.468760000000001,1.528,3.0472,0.97,0.7374999539062529,0.17,0.95225,64,0.764,1.1427,5,us-east-1
2,0.4032,143.64,23,0.1965,81.89,32,64,1,33.4,62.4,0.0539,0.858,0,0,0,1,0,0,0,0,0,0.0,0.6293157628690227,0.5304888888888889,4.797575999999999,6.288,0.8064,0.77,4.488749859726567,1.716,-1.4112,4,0.393,9.2736,3,eu-north-1
1,0.1803,380.45,84,0.6873,37.99,16,32,0,40.9,103.2,0.0459,0.879,0,0,0,0,0,0,1,0,0,0.0,0.2250907661159141,0.40985,15.560405,10.9968,0.1803,0.16000000000000003,23.77812351386728,0.879,-0.8113499999999999,1,0.6873,15.145199999999999,3,eu-north-1
5,0.647,172.81,7,0.2758,4.25,64,512,0,33.0,107.7,0.045,0.921,0,0,0,1,0,0,0,0,0,0.0,2.4044905784993946,0.09805555555555555,5.702730000000001,17.6512,3.2350000000000003,0.9299999999999999,2.7001562078100596,0.921,-0.3235,25,1.379,4.529,4,sa-east-1
2,0.3847,161.93,37,0.7759,3.85,2,16,0,106.9,42.1,0.0557,0.776,1,0,0,0,0,0,0,0,0,1.0,0.5498150043366761,0.27346666666666664,17.310317,1.5518,0.7694,0.63,80.96495951752024,0.776,-1.34645,4,1.5518,14.2339,6,us-west-2
3,0.2681,81.96,4,0.4968,17.02,8,32,0,105.1,46.3,0.0492,0.7,0,0,0,0,0,0,0,1,0,1.0,1.8640036455082525,0.2846277777777778,8.613995999999998,3.9744,0.8043,0.96,10.244998719375161,0.7,-0.67025,9,1.4904000000000002,1.0724,4,sa-east-1
3,0.1471,261.72,18,0.0837,3.35,16,32,0,134.0,108.6,0.071,0.625,1,0,0,0,0,0,0,0,0,2.0,1.018869469653543,0.33168333333333333,35.07048,1.3392,0.4413,0.8200000000000001,16.357498977656313,0.625,-0.36775,9,0.2511,2.6478,2,eu-central-1
1,0.0645,59.86,281,0.3872,16.73,16,64,0,171.8,108.4,0.0668,0.669,0,0,1,0,0,0,0,0,0,2.0,0.1772450007030554,0.46774999999999994,10.283948,6.1952,0.0645,0.0,3.7412497661718893,0.669,-0.29025,1,0.3872,18.1245,3,eu-north-1
6,0.2839,29.82,9,0.6749,28.9,32,64,0,508.7,61.2,0.0366,0.19,0,1,0,0,0,0,0,0,0,6.0,2.60576575974982,0.15913333333333332,15.169433999999999,21.5968,1.7033999999999998,0.91,0.9318749708789072,0.19,0.14195,36,4.0494,2.5551,4,sa-east-1
7,0.5883,12.74,2,0.2439,0.69,64,128,0,123.9,37.7,0.05,0.642,0,0,0,0,0,1,0,0,0,1.0,6.371668786644993,0.06861666666666666,1.578486,15.6096,4.1181,0.98,0.1990624968896485,0.642,0.8824500000000001,49,1.7073,1.1766,2,eu-central-1
8,0.5509,24.24,3,0.4702,6.27,2,16,0,34.3,84.9,0.0586,1.0,0,0,0,0,0,0,0,0,1,0.0,5.770776000820895,0.04990000000000001,0.831432,0.9404,4.4072,0.97,12.11999394000303,1.0,1.3772499999999999,64,3.7616,1.6526999999999998,5,us-east-1
2,0.8424,65.87,292,0.5294,94.32,2,8,0,456.3,26.8,0.0616,0.197,0,0,1,0,0,0,0,0,0,5.0,0.3521019140726743,0.07004444444444442,30.056481000000005,1.0588,1.6848,0.0,32.934983532508234,0.197,-2.9484000000000004,4,1.0588,245.98080000000002,3,eu-north-1
8,0.4407,52.64,5,0.4139,43.32,4,16,0,572.7,46.8,0.0358,0.164,0,1,0,0,0,0,0,0,0,6.0,4.464882520511598,0.06214444444444445,30.146928000000003,1.6556,3.5256,0.95,13.159996710000822,0.164,1.10175,64,3.3112,2.2035,5,us-east-1
3,0.5971,29.22,115,0.1089,102.06,8,16,0,479.3,38.1,0.054,0.226,0,0,1,0,0,0,0,0,0,5.0,0.6311018090097418,0.15668333333333337,14.005146,0.8712,1.7913,0.0,3.6524995434375573,0.226,-1.49275,9,0.3267,68.6665,6,us-west-2
2,0.4174,21.99,245,0.227,41.22,16,128,0,38.3,78.9,0.0526,0.969,0,0,1,0,0,0,0,0,0,0.0,0.36328414077557397,0.25893333333333335,0.8422169999999999,3.632,0.8348,0.0,1.3743749141015678,0.969,-1.4609,4,0.454,102.263,3,eu-north-1
8,0.2651,21.77,1,0.6892,96.77,8,16,0,35.6,65.4,0.0513,0.944,0,0,0,0,0,0,0,0,1,0.0,11.541543676183881,0.08165555555555555,0.775012,5.5136,2.1208,0.99,2.7212496598437927,0.944,0.66275,64,5.5136,0.2651,5,us-east-1
2,0.4,127.16,5,0.1912,48.29,64,128,0,496.3,63.7,0.0387,0.174,0,0,0,1,0,0,0,0,0,6.0,1.1162206301278994,0.26666666666666666,63.109508,12.2368,0.8,0.95,1.9868749689550786,0.174,-1.4000000000000001,4,0.3824,2.0,3,eu-north-1
2,0.4557,168.47,24,0.5766,25.28,8,32,0,95.2,45.1,0.045,0.757,0,0,0,1,0,0,0,0,0,1.0,0.6213347415311213,0.2419111111111111,16.038344000000002,4.6128,0.9114,0.76,21.05874736765658,0.757,-1.5949499999999999,4,1.1532,10.9368,3,eu-north-1
4,0.1234,18.57,262,0.2127,48.68,4,8,0,163.8,94.6,0.0691,0.609,0,0,1,0,0,0,0,0,0,2.0,0.7178551165394765,0.2922,3.041766,0.8508,0.4936,0.0,4.64249883937529,0.609,-0.1851,16,0.8508,32.330799999999996,6,us-west-2
10,0.4418,6.15,1,0.5048,24.29,8,32,1,104.8,46.4,0.044,0.742,0,0,0,0,1,0,0,0,0,1.0,14.426929595229852,0.0,0.64452,4.0384,4.418,0.99,0.7687499039062621,1.484,1.9881000000000002,100,5.048,0.4418,5,us-east-1
8,0.2206,45.4,4,0.0755,12.38,8,16,0,387.9,15.2,0.037,0.337,0,1,0,0,0,0,0,0,0,4.0,4.970676388022007,0.0866,17.61066,0.604,1.7648,0.96,5.674999290625089,0.337,0.5515,64,0.604,0.8824,5,us-east-1
1,0.8186,67.74,194,0.3025,132.12,8,64,0,214.7,67.5,0.0555,0.519,0,0,1,0,0,0,0,0,0,3.0,0.18964534308192424,0.0907,14.543777999999998,2.42,0.8186,0.0,8.467498941562633,0.519,-3.6837,1,0.3025,158.8084,5,us-east-1
7,0.4499,60.03,21,0.265,50.1,32,256,0,472.7,38.3,0.0665,0.226,0,0,0,1,0,0,0,0,0,5.0,2.2646074394052054,0.09168333333333334,28.376181,8.48,3.1493,0.79,1.8759374413769552,0.226,0.6748500000000001,49,1.855,9.4479,4,sa-east-1
2,0.6434,291.32,58,0.4231,21.33,8,64,0,94.5,38.0,0.0474,0.751,1,0,0,0,0,0,0,0,0,1.0,0.4904920033284286,0.1584888888888889,27.529739999999997,3.3848,1.2868,0.42000000000000004,36.41499544812557,0.751,-2.2519,4,0.8462,37.3172,3,eu-north-1
4,0.6548,169.49,8,0.4428,15.96,16,64,1,262.1,82.4,0.057,0.547,0,0,0,0,0,0,0,1,0,3.0,1.8204776247186019,0.2301333333333333,44.423329,7.0848,2.6192,0.92,10.593124337929728,1.094,-0.9822000000000001,16,1.7712,5.2384,2,eu-central-1
3,0.4517,35.42,157,0.7696,45.37,2,16,0,45.4,80.2,0.0541,0.94,0,0,1,0,0,0,0,0,0,0.0,0.59258135162846,0.21322777777777777,1.608068,1.5392,1.3551,0.0,17.709991145004427,0.94,-1.1292499999999999,9,2.3087999999999997,70.9169,6,us-west-2
7,0.099,13.49,1,0.1602,52.41,32,128,0,429.9,35.9,0.0494,0.21,0,0,0,0,0,1,0,0,0,5.0,10.098850716660897,0.15016666666666667,5.799351,5.1264,0.6930000000000001,0.99,0.4215624868261723,0.21,0.14850000000000002,49,1.1214,0.099,5,us-east-1
6,0.3688,155.63,2,0.3409,78.28,2,4,0,467.6,47.1,0.0335,0.189,0,0,0,0,0,0,0,1,0,6.0,5.461430388552851,0.14026666666666665,72.772588,0.6818,2.2128,0.98,77.81496109251944,0.189,0.1844,36,2.0454,0.7376,5,us-east-1
5,0.2274,19.72,5,0.4599,64.88,4,8,0,117.7,44.0,0.0417,0.684,0,1,0,0,0,0,0,0,0,1.0,2.7905515753197485,0.21461111111111109,2.3210439999999997,1.8396,1.137,0.95,4.929998767500308,0.684,-0.1137,25,2.2995,1.137,4,sa-east-1
2,0.1047,246.1,11,0.4297,28.68,8,32,0,524.8,54.0,0.035,0.166,0,0,0,0,0,0,0,1,0,6.0,0.8048588848646466,0.3979111111111111,129.15328,3.4376,0.2094,0.89,30.762496154687984,0.166,-0.36645,4,0.8594,1.1517,3,eu-north-1
2,0.2946,199.32,147,0.14,29.23,16,128,0,143.3,77.9,0.0703,0.7,0,0,0,0,0,0,1,0,0,2.0,0.40022306242165134,0.31351111111111113,28.562556,2.24,0.5892,0.0,12.457499221406298,0.7,-1.0311,4,0.28,43.3062,3,eu-north-1
4,0.4586,447.21,66,0.5434,93.46,64,128,1,37.4,83.0,0.0496,0.923,1,0,0,0,0,0,0,0,0,0.0,0.9513178276659751,0.36093333333333333,16.725654,34.7776,1.8344,0.33999999999999997,6.987656140817872,1.846,-0.6879,16,2.1736,30.2676,3,eu-north-1
1,0.3863,652.89,40,0.8119,52.57,2,8,0,409.2,17.7,0.0369,0.408,0,0,0,0,0,0,1,0,0,4.0,0.2692824355513414,0.30685,267.16258799999997,1.6238,0.3863,0.6,326.4448367775816,0.408,-1.7383499999999998,1,0.8119,15.451999999999998,3,eu-north-1
4,0.4156,77.76,121,0.337,57.49,4,32,0,45.2,95.6,0.0542,0.981,0,0,1,0,0,0,0,0,0,0.0,0.8326356462883592,0.1948,3.5147520000000005,1.348,1.6624,0.0,19.439995140001216,0.981,-0.6234000000000001,16,1.348,50.287600000000005,6,us-west-2
4,0.1939,76.72,156,0.6568,57.25,4,8,0,329.2,19.3,0.0469,0.41,0,0,1,0,0,0,0,0,0,4.0,0.7911006234444391,0.26870000000000005,25.256224,2.6272,0.7756,0.0,19.179995205001198,0.41,-0.29085,16,2.6272,30.248399999999997,6,us-west-2
10,0.6946,7.35,1,0.0062,25.59,32,128,1,36.3,104.4,0.0597,1.0,0,0,0,0,1,0,0,0,0,0.0,14.426929595229852,0.0,0.26680499999999996,0.1984,6.946,0.99,0.22968749282226586,2.0,3.1257,100,0.062,0.6946,1,ap-southeast-1
9,0.5144,29.79,1,0.547,35.62,64,128,0,114.7,40.6,0.0443,0.641,0,0,0,0,0,1,0,0,0,1.0,12.984236635706866,0.02697777777777778,3.416913,35.008,4.6296,0.99,0.4654687427270509,0.641,1.8003999999999998,81,4.923,0.5144,5,us-east-1
7,0.7471,45.06,3,0.5332,40.46,2,8,0,117.4,36.1,0.0423,0.669,0,1,0,0,0,0,0,0,0,1.0,5.049429000718283,0.04215,5.290044000000001,1.0664,5.2297,0.97,22.52998873500563,0.669,1.12065,49,3.7324,2.2413,1,ap-southeast-1
8,0.3828,20.66,3,0.0237,46.69,2,4,1,394.7,28.5,0.0559,0.195,0,0,0,0,0,0,0,0,1,5.0,5.770776000820895,0.13715555555555556,8.154501999999999,0.0474,3.0624,0.97,10.329994835002582,0.39,0.957,64,0.1896,1.1483999999999999,5,us-east-1
4,0.5603,54.89,4,0.2171,7.41,2,4,0,361.3,23.1,0.0372,0.399,0,1,0,0,0,0,0,0,0,4.0,2.4853381940110033,0.14656666666666665,19.831757000000003,0.4342,2.2412,0.96,27.44498627750686,0.399,-0.84045,16,0.8684,2.2412,4,sa-east-1
7,0.4321,26.44,3,0.4573,9.5,2,8,0,162.6,108.7,0.061,0.609,0,0,0,0,0,1,0,0,0,2.0,5.049429000718283,0.09465000000000001,4.299144,0.9146,3.0246999999999997,0.97,13.219993390003305,0.609,0.64815,49,3.2011,1.2963,5,us-east-1
5,0.7588,311.97,55,0.5518,85.14,16,32,1,513.7,50.0,0.0359,0.171,1,0,0,0,0,0,0,0,0,6.0,1.242127183416281,0.134,160.25898900000004,8.8288,3.794,0.44999999999999996,19.498123781367266,0.342,-0.3794,25,2.759,41.734,3,eu-north-1
5,0.4315,11.1,3,0.293,48.64,16,32,0,47.7,103.7,0.0483,0.895,0,0,0,0,0,0,0,0,1,0.0,3.6067350005130594,0.15791666666666668,0.52947,4.688,2.1574999999999998,0.97,0.6937499566406277,0.895,-0.21575,25,1.4649999999999999,1.2945,5,us-east-1
5,0.5698,820.22,84,0.3023,40.99,8,64,0,198.1,69.5,0.047,0.512,0,0,0,0,0,0,1,0,0,3.0,1.1254538305795705,0.11950000000000001,162.485582,2.4184,2.8489999999999998,0.16000000000000003,102.52748718406411,0.512,-0.2849,25,1.5115,47.8632,2,eu-central-1
10,0.6464,7.42,1,0.3335,27.01,16,32,0,200.8,82.6,0.0538,0.57,0,0,0,0,1,0,0,0,0,3.0,14.426929595229852,0.0,1.4899360000000001,5.336,6.4639999999999995,0.99,0.46374997101562676,0.57,2.9088,100,3.335,0.6464,1,ap-southeast-1
5,0.6921,13.75,2,0.2864,15.44,16,64,0,227.4,72.0,0.0593,0.587,0,0,0,0,0,0,0,0,1,3.0,4.551191990460709,0.08552777777777777,3.12675,4.5824,3.4605,0.98,0.8593749462890659,0.587,-0.34605,25,1.432,1.3842,5,us-east-1
3,0.2867,23.36,174,0.3014,24.99,64,256,0,440.3,25.0,0.035,0.36,0,0,1,0,0,0,0,0,0,4.0,0.5808564835581207,0.27739444444444444,10.285408,19.2896,0.8601000000000001,0.0,0.3649999942968751,0.36,-0.71675,9,0.9042,49.8858,6,us-west-2
6,0.575,27.76,8,0.2008,50.43,16,128,1,408.4,15.8,0.0344,0.383,0,1,0,0,0,0,0,0,0,4.0,2.730716437077903,0.1888888888888889,11.337183999999999,3.2128,3.4499999999999997,0.92,1.7349998915625067,0.766,0.2875,36,1.2048,4.6,3,eu-north-1
3,0.4836,104.46,2,0.5654,72.21,4,32,0,102.8,35.8,0.0514,0.724,0,0,0,0,0,0,0,1,0,1.0,2.7307151942764256,0.2008222222222222,10.738488,2.2616,1.4507999999999999,0.98,26.11499347125163,0.724,-1.2089999999999999,9,1.6962000000000002,0.9672,5,us-east-1
3,0.3178,11.63,77,0.4538,80.99,8,16,0,239.5,79.5,0.0543,0.57,0,0,1,0,0,0,0,0,0,3.0,0.6885930253196422,0.2653,2.785385,3.6304,0.9534,0.22999999999999998,1.453749818281273,0.57,-0.7945000000000001,9,1.3614,24.4706,6,us-west-2
3,0.4533,84.6,167,0.2742,18.12,16,64,0,345.0,20.0,0.0369,0.37,0,0,1,0,0,0,0,0,0,4.0,0.5854840952385632,0.21260555555555555,29.186999999999998,4.3872,1.3598999999999999,0.0,5.28749966953127,0.37,-1.1332499999999999,9,0.8226,75.7011,6,us-west-2
8,0.4775,4.22,3,0.5135,71.34,64,256,0,597.5,72.5,0.029,0.162,0,0,0,0,0,1,0,0,0,6.0,5.770776000820895,0.058055555555555555,2.5214499999999997,32.864,3.82,0.97,0.06593749896972657,0.162,1.1937499999999999,64,4.108,1.4324999999999999,5,us-east-1
4,0.2515,430.12,18,0.1935,39.75,32,128,0,112.7,34.7,0.0482,0.717,1,0,0,0,0,0,0,0,0,1.0,1.3584926262047239,0.24949999999999997,48.474524,6.192,1.006,0.8200000000000001,13.441249579960951,0.717,-0.37725,16,0.774,4.527,2,eu-central-1
8,0.558,22.94,2,0.102,12.76,32,256,0,238.1,63.5,0.0585,0.54,0,0,0,0,0,1,0,0,0,3.0,7.281907184737135,0.049111111111111105,5.462014,3.264,4.464,0.98,0.7168749775976571,0.54,1.395,64,0.816,1.116,1,ap-southeast-1
8,0.3232,11.06,2,0.4495,76.7,16,64,1,358.5,21.4,0.0363,0.35,0,0,0,0,0,0,0,0,1,4.0,7.281907184737135,0.1504,3.9650100000000004,7.192,2.5856,0.98,0.6912499567968777,0.7,0.8079999999999999,64,3.596,0.6464,5,us-east-1
4,0.7421,46.88,205,0.0993,20.12,64,128,0,216.7,66.2,0.0506,0.574,0,0,1,0,0,0,0,0,0,3.0,0.7507680588869026,0.08596666666666668,10.158896,6.3552,2.9684,0.0,0.7324999885546878,0.574,-1.11315,16,0.3972,152.13049999999998,6,us-west-2
3,0.2766,53.81,6,0.5456,24.59,16,64,0,107.6,36.5,0.0451,0.768,0,1,0,0,0,0,0,0,0,1.0,1.5416942348351406,0.28132222222222225,5.789956,8.7296,0.8298000000000001,0.94,3.3631247898047008,0.768,-0.6915,9,1.6368,1.6596000000000002,4,sa-east-1
7,0.9008,12.66,3,0.5183,51.51,16,32,0,132.3,89.9,0.0564,0.679,0,0,0,0,0,0,0,0,1,2.0,5.049429000718283,0.016533333333333327,1.6749180000000001,8.2928,6.3056,0.97,0.7912499505468781,0.679,1.3512,49,3.6281,2.7024,1,ap-southeast-1
3,0.4906,69.79,12,0.0644,54.34,2,4,1,396.5,15.7,0.0344,0.367,0,0,0,0,0,0,0,1,0,4.0,1.1696132797552543,0.39620000000000005,27.671735000000005,0.1288,1.4718,0.88,34.89498255250872,0.734,-1.2265,9,0.19319999999999998,5.8872,3,eu-north-1
4,0.617,12.11,102,0.2505,48.23,16,64,0,227.0,72.1,0.0613,0.59,0,0,1,0,0,0,0,0,0,3.0,0.8630491981535933,0.12766666666666668,2.74897,4.008,2.468,0.0,0.7568749526953154,0.59,-0.9255,16,1.002,62.934,6,us-west-2
9,0.5341,20.92,1,0.2398,93.47,64,256,0,226.0,49.8,0.0645,0.534,0,0,0,0,0,0,0,0,1,3.0,12.984236635706866,0.02588333333333333,4.72792,15.3472,4.806900000000001,0.99,0.32687499489257826,0.534,1.86935,81,2.1582,0.5341,5,us-east-1
8,0.253,25.12,2,0.3352,1.07,8,16,0,398.4,27.0,0.0375,0.387,0,0,0,0,0,1,0,0,0,4.0,7.281907184737135,0.083,10.007807999999999,2.6816,2.024,0.98,3.1399996075000494,0.387,0.6325000000000001,64,2.6816,0.506,5,us-east-1
7,0.6335,16.23,3,0.64,20.49,16,128,0,391.4,23.0,0.0404,0.387,0,0,0,0,0,1,0,0,0,4.0,5.049429000718283,0.061083333333333344,6.352422,10.24,4.4345,0.97,1.0143749366015664,0.387,0.9502499999999999,49,4.48,1.9004999999999999,1,ap-southeast-1
1,0.3263,18.2,290,0.0859,66.52,32,256,0,180.3,73.8,0.0658,0.629,0,0,1,0,0,0,0,0,0,2.0,0.1762635014159983,0.33685,3.28146,2.7488,0.3263,0.0,0.568749982226563,0.629,-1.4683499999999998,1,0.0859,94.627,3,eu-north-1
8,0.9122,13.59,2,0.7983,74.94,64,512,0,39.7,73.4,0.0573,0.841,0,0,0,0,1,0,0,0,0,0.0,7.281907184737135,0.009755555555555554,0.539523,51.0912,7.2976,0.98,0.21234374668212896,0.841,2.2805,64,6.3864,1.8244,1,ap-southeast-1
4,0.1423,299.61,8,0.2791,25.07,8,64,0,488.2,59.2,0.0394,0.194,0,0,0,0,0,0,0,1,0,6.0,1.8204776247186019,0.28590000000000004,146.26960200000002,2.2328,0.5692,0.92,37.45124531859434,0.194,-0.21345000000000003,16,1.1164,1.1384,2,eu-central-1
8,0.3346,12.62,1,0.0427,0.09,32,128,0,127.5,56.3,0.0419,0.776,0,0,0,0,1,0,0,0,0,1.0,11.541543676183881,0.07393333333333334,1.6090499999999999,1.3664,2.6768,0.99,0.39437498767578166,0.776,0.8365,64,0.3416,0.3346,5,us-east-1
8,0.4595,11.25,3,0.092,6.43,16,128,0,420.2,23.7,0.056,0.233,0,0,0,0,0,0,0,0,1,5.0,5.770776000820895,0.060055555555555556,4.72725,1.472,3.676,0.97,0.7031249560546902,0.233,1.1487500000000002,64,0.736,1.3785,5,us-east-1
6,0.6788,18.36,5,0.6147,55.21,16,128,0,433.9,39.8,0.0561,0.216,0,1,0,0,0,0,0,0,0,5.0,3.348661890383698,0.07137777777777779,7.966404,9.8352,4.0728,0.95,1.1474999282812544,0.216,0.3394,36,3.6882,3.3939999999999997,1,ap-southeast-1
5,0.2264,10.8,3,0.0969,29.76,32,64,0,186.6,86.6,0.0618,0.563,0,1,0,0,0,0,0,0,0,3.0,3.6067350005130594,0.2148888888888889,2.01528,3.1008,1.132,0.97,0.33749998945312537,0.563,-0.1132,25,0.4845,0.6792,5,us-east-1
10,0.5325,11.95,2,0.3555,48.17,8,16,0,419.4,38.5,0.0612,0.221,0,0,0,0,0,1,0,0,0,5.0,9.102383980921418,0.0,5.011829999999999,2.844,5.324999999999999,0.98,1.4937498132812734,0.221,2.3962499999999998,100,3.5549999999999997,1.065,5,us-east-1
1,0.1029,91.71,94,0.2931,39.23,2,8,1,396.4,36.6,0.0544,0.238,0,0,1,0,0,0,0,0,0,5.0,0.21959306415406152,0.8971,36.353843999999995,0.5862,0.1029,0.06000000000000005,45.85497707251146,0.476,-0.46305,1,0.2931,9.672600000000001,3,eu-north-1
10,0.1519,3.39,1,0.5297,66.91,2,16,0,355.5,23.4,0.0449,0.338,0,0,0,0,1,0,0,0,0,4.0,14.426929595229852,0.0,1.205145,1.0594,1.5190000000000001,0.99,1.6949991525004238,0.338,0.68355,100,5.297,0.1519,5,us-east-1
6,0.2415,185.45,18,0.3379,53.74,32,256,0,561.7,65.1,0.0389,0.172,0,0,0,1,0,0,0,0,0,6.0,2.037738939307086,0.16855555555555554,104.167265,10.8128,1.4489999999999998,0.8200000000000001,5.795312318896491,0.172,0.12075,36,2.0274,4.3469999999999995,4,sa-east-1
5,0.4185,392.81,141,0.3605,3.7,2,16,0,247.0,84.3,0.0592,0.527,0,0,0,0,0,0,1,0,0,3.0,1.0089131305374868,0.1615277777777778,97.02407000000001,0.721,2.0925,0.0,196.4049017975491,0.527,-0.20925,25,1.8025,59.0085,2,eu-central-1
2,0.4367,120.3,81,0.2322,12.37,16,64,0,211.1,78.4,0.0509,0.562,1,0,0,0,0,0,0,0,0,3.0,0.45385227284205865,0.25035555555555555,25.395329999999998,3.7152,0.8734,0.18999999999999995,7.5187495300781535,0.562,-1.5284499999999999,4,0.4644,35.372699999999995,3,eu-north-1
4,0.653,224.27,3,0.3283,76.26,8,32,1,155.0,120.6,0.0672,0.72,0,0,0,0,0,0,0,1,0,2.0,2.8853880004104475,0.2313333333333333,34.761849999999995,2.6264,2.612,0.97,28.033746495781692,1.44,-0.9795,16,1.3132,1.959,3,eu-north-1
8,0.2056,10.34,3,0.2428,42.08,16,32,1,261.0,50.6,0.0514,0.59,0,0,0,0,0,0,0,0,1,3.0,5.770776000820895,0.17653333333333332,2.69874,3.8848,1.6448,0.97,0.6462499596093775,1.18,0.514,64,1.9424,0.6168,5,us-east-1
9,0.1164,3.17,1,0.5932,4.98,8,32,0,550.5,52.6,0.0371,0.182,0,0,0,0,0,1,0,0,0,6.0,12.984236635706866,0.04908888888888888,1.745085,4.7456,1.0476,0.99,0.3962499504687562,0.182,0.4074,81,5.338799999999999,0.1164,5,us-east-1
3,0.2081,184.06,20,0.213,73.95,16,128,0,127.7,58.2,0.0438,0.751,0,0,0,1,0,0,0,0,0,1.0,0.9853758926038303,0.30796111111111113,23.504462,3.408,0.6243000000000001,0.8,11.503749281015669,0.751,-0.52025,9,0.639,4.162,4,sa-east-1
10,0.7263,4.41,3,0.3998,8.74,32,256,0,113.3,53.1,0.0499,0.676,0,0,0,0,0,0,0,0,1,1.0,7.213470001026119,0.0,0.499653,12.7936,7.263,0.97,0.13781249569335952,0.676,3.26835,100,3.9979999999999998,2.1788999999999996,5,us-east-1
10,0.3943,3.66,2,0.173,86.19,4,16,0,539.0,56.2,0.0312,0.175,0,0,0,0,0,0,0,0,1,6.0,9.102383980921418,0.0,1.97274,0.692,3.9429999999999996,0.98,0.9149997712500572,0.175,1.7743499999999999,100,1.73,0.7886,5,us-east-1
5,0.2852,75.6,12,0.1981,17.59,4,32,0,409.7,22.6,0.0538,0.236,0,0,0,0,0,0,0,1,0,5.0,1.949355466258757,0.19855555555555554,30.973319999999998,0.7924,1.4260000000000002,0.88,18.899995275001178,0.236,-0.1426,25,0.9904999999999999,3.4224,4,sa-east-1
10,0.399,7.28,2,0.4919,44.57,4,8,0,39.7,78.2,0.0572,0.9,0,0,0,0,1,0,0,0,0,0.0,9.102383980921418,0.0,0.289016,1.9676,3.99,0.98,1.8199995450001138,0.9,1.7955,100,4.9190000000000005,0.798,5,us-east-1
8,0.7125,54.47,10,0.6428,42.46,2,8,0,204.2,74.9,0.0507,0.539,0,1,0,0,0,0,0,0,0,3.0,3.3362577400664266,0.03194444444444444,11.122774,1.2856,5.7,0.9,27.234986382506808,0.539,1.78125,64,5.1424,7.125,5,us-east-1
5,0.1945,229.77,131,0.3899,69.99,8,16,0,41.3,70.5,0.0606,0.931,0,0,0,0,0,0,1,0,0,0.0,1.0240020085331545,0.22375,9.489501,3.1192,0.9725,0.0,28.721246409844202,0.931,-0.09725,25,1.9495,25.4795,2,eu-central-1
6,0.5519,43.6,9,0.5976,21.92,64,256,0,561.3,44.7,0.0381,0.177,0,1,0,0,0,0,0,0,0,6.0,2.60576575974982,0.09957777777777779,24.47268,38.2464,3.3114,0.91,0.681249989355469,0.177,0.27595,36,3.5856000000000003,4.967099999999999,4,sa-east-1
10,0.5905,7.55,2,0.2882,40.06,8,16,0,199.1,68.1,0.0591,0.539,0,0,0,0,1,0,0,0,0,3.0,9.102383980921418,0.0,1.503205,2.3056,5.905,0.98,0.9437498820312649,0.539,2.6572500000000003,100,2.882,1.181,6,us-west-2
