job_id,job_type,importance_level,latency_sensitivity,energy_required_kwh,deadline_hours,cost_sensitivity,data_size_gb,num_vcpus,memory_gb,carbon_budget_strict,current_region,current_carbon_intensity,current_latency_ms,current_spot_cost,current_renewable_share,recommended_region
25356,batch_ml_training,5,0.6584,498.71,65,0.2099,81.78,2,8,0,ap-southeast-1,395.1,22.9,0.0678,0.199,eu-central-1
25357,scientific_compute,5,0.5402,588.49,154,0.0462,22.99,64,128,0,eu-central-1,257.9,53.3,0.0645,0.543,us-east-1
25358,real_time_inference,10,0.0759,13.4,2,0.2079,154.71,16,64,0,ap-southeast-1,377.3,27.1,0.0622,0.201,us-east-1
25359,real_time_inference,10,0.2313,10.44,1,0.0842,59.53,32,128,0,us-west-2,111.2,59.2,0.0443,0.69,us-east-1
25360,fraud_detection,8,0.1801,9.24,1,0.4067,50.1,32,256,1,us-east-1,433.4,15.3,0.0466,0.363,us-east-1
25361,etl_pipeline,3,0.3189,103.55,7,0.1842,19.9,2,16,0,us-west-2,95.7,35.5,0.0541,0.637,sa-east-1
25362,web_serving,6,0.1153,2.58,1,0.8219,15.03,2,16,0,ap-south-1,541.6,55.3,0.034,0.192,ap-south-1
25363,data_archival,3,0.706,36.18,127,0.6506,29.98,4,8,1,ap-southeast-1,397.5,33.7,0.0643,0.219,eu-north-1
25364,data_archival,1,0.624,52.19,267,0.2927,13.92,4,16,0,ap-south-1,595.9,46.9,0.0348,0.185,eu-north-1
25365,batch_ml_training,5,0.1402,472.61,46,0.2269,23.48,32,128,0,ap-south-1,566.3,49.3,0.0377,0.179,eu-central-1
25366,scientific_compute,3,0.4254,678.13,162,0.5916,68.27,4,8,1,eu-north-1,35.9,102.0,0.053,0.858,eu-north-1
25367,data_archival,2,0.508,65.17,54,0.8239,67.18,32,128,0,eu-north-1,36.6,77.2,0.0455,1.0,eu-north-1
25368,etl_pipeline,3,0.3875,188.24,4,0.2846,31.86,8,16,1,us-west-2,129.9,35.3,0.0499,0.701,eu-north-1
25369,fraud_detection,8,0.1569,4.7,1,0.5184,43.5,2,16,0,eu-north-1,41.8,76.0,0.0575,0.973,us-east-1
25370,video_transcoding,2,0.5624,120.43,5,0.2998,58.67,4,16,1,us-east-1,312.9,18.3,0.0466,0.374,eu-north-1
25371,fraud_detection,10,0.4713,10.22,2,0.474,12.1,32,256,0,us-west-2,101.6,57.3,0.0496,0.666,us-east-1
25372,fraud_detection,10,0.6601,12.26,2,0.4438,53.03,64,512,0,eu-central-1,182.5,78.8,0.0496,0.539,ap-southeast-1
25373,video_transcoding,6,0.1911,278.31,3,0.2659,25.6,16,64,0,us-west-2,109.2,53.2,0.0459,0.747,us-east-1
25374,etl_pipeline,6,0.3713,54.33,8,0.518,57.95,4,16,0,ap-south-1,504.9,58.2,0.0299,0.194,sa-east-1
25375,real_time_inference,10,0.3773,11.11,1,0.5688,1.57,16,64,1,eu-north-1,33.5,95.5,0.0496,0.958,us-east-1
25376,real_time_inference,9,0.3719,28.48,3,0.0913,145.75,16,32,1,eu-central-1,253.8,63.1,0.0629,0.498,us-east-1
25377,real_time_inference,10,0.5539,6.62,1,0.0922,39.27,8,32,0,ap-southeast-1,372.6,30.0,0.0503,0.194,ap-southeast-1
25378,ci_cd_build,3,0.0719,16.42,2,0.3751,13.39,4,16,0,eu-central-1,257.3,70.2,0.0532,0.588,us-east-1
25379,video_transcoding,4,0.1471,174.75,19,0.484,20.58,2,4,0,sa-east-1,187.3,72.1,0.0579,0.703,sa-east-1
25380,web_serving,10,0.3381,9.91,2,0.5118,8.82,2,16,0,us-east-1,425.1,20.3,0.0371,0.353,us-east-1
25381,video_transcoding,5,0.5472,148.08,14,0.4382,49.82,16,64,0,eu-central-1,222.8,52.7,0.064,0.545,sa-east-1
25382,video_transcoding,5,0.227,161.96,5,0.2983,146.03,64,128,0,ap-southeast-1,396.6,30.6,0.0629,0.207,sa-east-1
25383,data_archival,3,0.4668,44.21,50,0.156,73.61,8,64,0,eu-north-1,38.2,94.1,0.0519,1.0,us-west-2
25384,scientific_compute,2,0.3356,541.32,57,0.0392,40.08,2,4,0,us-west-2,130.1,42.9,0.0527,0.754,eu-north-1
25385,data_archival,4,0.3701,90.52,108,0.4063,14.65,2,8,0,ap-southeast-1,412.2,29.6,0.0527,0.202,us-west-2
25386,video_transcoding,4,0.3169,180.35,10,0.5865,21.36,64,128,0,ap-southeast-1,360.1,28.8,0.0682,0.215,sa-east-1
25387,etl_pipeline,2,0.109,86.33,18,0.3077,16.07,2,4,0,eu-north-1,42.0,79.4,0.0578,0.9,eu-north-1
25388,web_serving,10,0.5508,14.59,3,0.272,27.79,16,32,0,us-west-2,122.8,34.4,0.0481,0.737,us-east-1
25389,web_serving,10,0.4593,12.89,2,0.3129,43.1,8,32,0,us-west-2,119.6,59.6,0.0494,0.714,us-east-1
25390,real_time_inference,9,0.1242,8.6,3,0.7953,62.06,8,32,1,us-west-2,124.9,45.9,0.0468,0.71,us-east-1
25391,data_archival,4,0.2619,25.72,278,0.3097,40.2,8,16,0,ap-south-1,478.8,53.3,0.0315,0.161,us-west-2
25392,ci_cd_build,8,0.5602,25.52,4,0.1186,6.21,4,32,0,ap-southeast-1,489.7,25.8,0.0522,0.207,us-east-1
25393,ci_cd_build,3,0.2651,28.97,10,0.1502,38.83,8,64,0,eu-north-1,46.3,89.7,0.0582,1.0,sa-east-1
25394,fraud_detection,10,0.2277,6.53,1,0.7706,60.07,64,128,0,ap-southeast-1,398.7,32.2,0.0677,0.195,us-east-1
25395,real_time_inference,9,0.2375,25.04,3,0.6986,44.12,64,128,1,us-west-2,114.9,55.8,0.0476,0.662,us-east-1
25396,real_time_inference,9,0.7978,10.8,3,0.0734,114.26,8,64,0,eu-north-1,47.5,98.8,0.0577,0.894,ap-southeast-1
25397,ci_cd_build,3,0.8385,59.61,5,0.0582,9.1,64,256,1,us-west-2,103.4,45.0,0.0503,0.698,eu-north-1
25398,video_transcoding,2,0.7889,253.88,17,0.7453,46.0,16,32,1,ap-southeast-1,438.5,35.6,0.051,0.221,eu-north-1
25399,batch_ml_training,4,0.4713,111.27,13,0.2054,18.01,64,256,0,sa-east-1,131.5,117.3,0.0582,0.688,sa-east-1
25400,data_archival,1,0.3633,66.97,203,0.1794,21.22,16,64,0,sa-east-1,175.5,85.9,0.067,0.689,eu-north-1
25401,data_archival,4,0.3056,74.66,167,0.4758,11.14,16,64,0,eu-central-1,242.6,79.7,0.0538,0.51,us-west-2
25402,video_transcoding,5,0.4955,56.27,7,0.1275,1.65,4,8,0,sa-east-1,182.2,104.7,0.0596,0.657,sa-east-1
25403,real_time_inference,8,0.1087,26.91,2,0.2743,16.05,8,16,0,eu-central-1,214.1,61.9,0.0649,0.549,us-east-1
25404,ci_cd_build,7,0.2282,12.67,1,0.1717,100.26,2,16,1,eu-central-1,182.1,51.0,0.0606,0.508,eu-north-1
25405,ci_cd_build,6,0.7759,49.85,8,0.6805,75.11,4,8,0,ap-south-1,563.4,41.8,0.0305,0.184,ap-southeast-1
25406,scientific_compute,5,0.6666,698.19,79,0.5758,55.91,16,64,0,eu-central-1,226.2,77.5,0.051,0.58,eu-central-1
25407,video_transcoding,2,0.2629,145.85,19,0.1686,13.29,4,32,0,sa-east-1,147.4,115.2,0.0583,0.692,eu-north-1
25408,ci_cd_build,8,0.7143,20.57,1,0.0634,36.94,16,64,1,us-west-2,111.5,51.9,0.0565,0.638,us-east-1
25409,video_transcoding,6,0.2872,240.28,2,0.5479,64.9,8,16,0,ap-south-1,575.7,55.0,0.0366,0.177,us-east-1
25410,fraud_detection,9,0.3751,6.6,2,0.1369,17.8,2,16,0,ap-south-1,584.6,63.5,0.0304,0.186,us-east-1
25411,scientific_compute,1,0.6043,324.74,85,0.047,75.73,2,4,0,us-west-2,97.5,46.7,0.0421,0.639,eu-north-1
25412,ci_cd_build,6,0.9502,12.04,5,0.3793,36.21,4,32,1,ap-southeast-1,391.4,35.8,0.0502,0.221,ap-southeast-1
25413,web_serving,5,0.7865,14.41,3,0.1709,61.53,4,8,1,ap-southeast-1,377.8,38.5,0.0558,0.22,eu-north-1
25414,web_serving,6,0.3608,22.52,1,0.5223,2.02,32,256,0,sa-east-1,183.8,119.6,0.0622,0.713,us-east-1
25415,etl_pipeline,5,0.5285,44.15,10,0.1864,50.83,32,128,0,ap-south-1,461.0,47.2,0.0304,0.173,sa-east-1
25416,batch_ml_training,2,0.451,244.98,32,0.019,16.97,2,16,0,us-west-2,120.3,43.2,0.0538,0.654,eu-north-1
25417,ci_cd_build,4,0.471,47.9,5,0.1668,91.34,4,16,0,ap-south-1,424.5,68.1,0.0369,0.161,sa-east-1
25418,video_transcoding,6,0.6323,181.37,10,0.8176,75.15,64,256,0,ap-south-1,503.4,68.8,0.0344,0.184,ap-south-1
25419,batch_ml_training,2,0.2467,524.7,36,0.4638,2.82,4,16,0,eu-north-1,40.5,101.3,0.0566,0.968,eu-north-1
25420,fraud_detection,9,0.376,10.21,1,0.4596,26.07,32,128,0,sa-east-1,144.6,108.6,0.0649,0.707,us-east-1
25421,video_transcoding,4,0.4492,67.44,5,0.3389,69.15,16,32,0,us-west-2,115.7,59.1,0.0437,0.733,sa-east-1
25422,scientific_compute,5,0.4871,709.55,44,0.2518,28.83,16,128,0,ap-southeast-1,371.0,33.2,0.0628,0.201,eu-central-1
25423,data_archival,2,0.4207,51.31,165,0.3086,1.24,2,8,0,ap-southeast-1,513.4,25.2,0.0502,0.225,eu-north-1
25424,real_time_inference,7,0.2236,27.97,2,0.8825,55.79,64,128,1,ap-southeast-1,506.1,27.2,0.064,0.222,us-east-1
25425,real_time_inference,8,0.2253,17.58,1,0.4156,58.33,32,128,0,us-west-2,130.3,51.5,0.0432,0.636,us-east-1
25426,real_time_inference,10,0.6579,8.36,1,0.4283,0.11,16,64,0,ap-southeast-1,508.6,28.2,0.0568,0.206,ap-southeast-1
25427,video_transcoding,4,0.1534,116.78,3,0.537,74.18,2,4,1,eu-north-1,33.4,73.2,0.0544,0.896,eu-north-1
25428,web_serving,10,0.642,16.55,3,0.6547,49.04,32,64,0,us-east-1,318.8,16.6,0.0466,0.408,us-east-1
25429,batch_ml_training,3,0.3754,493.43,44,0.6736,76.11,2,16,0,ap-southeast-1,467.6,28.2,0.0618,0.223,us-west-2
25430,etl_pipeline,5,0.0728,187.25,7,0.2675,37.54,64,256,0,us-east-1,443.6,15.4,0.0408,0.376,sa-east-1
25431,scientific_compute,2,0.2005,786.89,106,0.1747,88.93,32,128,0,ap-southeast-1,388.0,36.6,0.0537,0.235,eu-north-1
25432,batch_ml_training,5,0.2168,468.01,53,0.6487,9.45,8,32,0,sa-east-1,149.8,69.8,0.0703,0.656,eu-central-1
25433,video_transcoding,5,0.2812,120.26,12,0.4277,43.61,8,32,0,sa-east-1,134.5,120.1,0.062,0.683,sa-east-1
25434,etl_pipeline,6,0.2106,161.8,19,0.1953,0.18,16,128,0,eu-north-1,44.4,63.0,0.0611,1.0,sa-east-1
25435,data_archival,1,0.295,27.74,146,0.8149,49.83,2,4,1,us-east-1,380.1,23.8,0.0379,0.353,eu-north-1
25436,data_archival,1,0.3414,65.52,226,0.681,2.87,64,128,0,ap-south-1,500.5,48.5,0.0377,0.171,eu-north-1
25437,scientific_compute,2,0.2993,500.76,117,0.5434,24.56,32,64,0,ap-southeast-1,388.8,32.7,0.066,0.23,eu-north-1
25438,web_serving,6,0.424,13.84,3,0.4865,17.09,8,64,0,us-east-1,314.0,24.0,0.034,0.345,us-east-1
25439,real_time_inference,9,0.1835,26.08,1,0.4722,31.83,8,32,0,sa-east-1,159.4,112.3,0.0677,0.685,us-east-1
25440,data_archival,1,0.3731,40.0,246,0.8063,45.1,8,16,0,sa-east-1,150.5,72.2,0.0667,0.646,eu-north-1
25441,batch_ml_training,2,0.1282,308.15,53,0.5837,22.62,32,256,0,us-west-2,100.2,51.4,0.0475,0.675,eu-north-1
25442,fraud_detection,8,0.1624,10.52,2,0.4475,49.96,64,256,1,eu-north-1,47.2,93.1,0.0542,1.0,us-east-1
25443,fraud_detection,8,0.5066,11.02,2,0.3288,31.14,2,4,0,eu-central-1,226.4,58.8,0.0528,0.529,us-east-1
25444,real_time_inference,9,0.5266,22.18,1,0.4669,17.9,4,8,0,eu-central-1,262.2,84.1,0.0572,0.528,us-east-1
25445,ci_cd_build,4,0.3918,28.03,5,0.0959,77.26,64,512,1,us-west-2,92.6,47.7,0.0533,0.768,eu-north-1
25446,real_time_inference,9,0.3081,20.96,1,0.2901,33.85,32,128,0,eu-central-1,230.7,51.6,0.0476,0.562,us-east-1
25447,video_transcoding,5,0.3436,137.03,16,0.2037,2.12,16,32,0,eu-central-1,199.9,51.3,0.0527,0.58,sa-east-1
25448,batch_ml_training,3,0.3905,377.46,70,0.6626,5.09,32,128,1,us-east-1,389.5,24.8,0.0419,0.389,eu-north-1
25449,fraud_detection,10,0.3388,6.2,2,0.7171,41.45,32,128,0,ap-southeast-1,370.3,34.1,0.067,0.205,us-east-1
25450,fraud_detection,8,0.2516,4.47,1,0.7735,43.73,4,8,0,us-west-2,96.9,52.4,0.0535,0.734,us-east-1
25451,real_time_inference,8,0.3459,6.57,1,0.157,45.95,8,64,0,us-east-1,322.0,21.1,0.0443,0.379,eu-central-1
25452,data_archival,4,0.1323,99.32,169,0.2389,18.27,4,32,1,us-east-1,437.1,22.9,0.0376,0.348,eu-north-1
25453,fraud_detection,10,0.3043,13.2,1,0.1684,21.24,64,256,1,us-west-2,130.8,35.6,0.0419,0.708,us-east-1
25454,ci_cd_build,7,0.4474,34.92,1,0.318,22.16,32,256,1,eu-central-1,212.8,65.5,0.0539,0.533,eu-north-1
25455,real_time_inference,9,0.6826,10.08,1,0.8021,37.27,16,64,1,ap-south-1,531.9,59.2,0.0319,0.175,ap-southeast-1
25456,real_time_inference,10,0.3513,17.54,2,0.251,67.11,16,32,1,us-west-2,126.9,46.8,0.0449,0.745,us-east-1
25457,web_serving,7,0.4622,5.31,3,0.0486,0.59,32,256,1,sa-east-1,186.6,84.6,0.0562,0.61,eu-north-1
25458,real_time_inference,7,0.2173,26.08,2,0.5557,94.15,64,128,0,eu-central-1,261.8,52.9,0.0488,0.521,us-east-1
25459,real_time_inference,7,0.4989,10.75,2,0.2839,7.3,2,8,0,eu-north-1,34.7,95.9,0.0467,0.912,us-east-1
25460,video_transcoding,6,0.259,135.63,16,0.1103,45.29,32,256,0,eu-central-1,185.8,62.9,0.0642,0.583,sa-east-1
25461,etl_pipeline,7,0.5235,80.71,15,0.8489,39.94,16,128,0,ap-south-1,467.5,55.0,0.0393,0.19,ap-south-1
25462,data_archival,1,0.3598,94.24,159,0.4383,56.84,16,128,0,eu-north-1,39.7,81.3,0.0449,1.0,eu-north-1
25463,fraud_detection,9,0.5621,2.29,2,0.2662,24.1,16,128,0,ap-south-1,450.7,45.9,0.03,0.161,ap-southeast-1
25464,data_archival,2,0.7097,15.53,249,0.5848,18.94,16,128,0,eu-central-1,186.1,55.7,0.0593,0.486,eu-north-1
25465,ci_cd_build,6,0.4174,25.07,10,0.8451,67.43,2,4,0,sa-east-1,170.2,71.6,0.0632,0.728,ap-south-1
25466,data_archival,1,0.3921,12.65,186,0.5835,33.54,64,256,1,ap-south-1,519.2,70.3,0.0325,0.168,eu-north-1
25467,batch_ml_training,3,0.2541,433.49,38,0.1987,1.83,4,32,0,us-west-2,120.3,60.0,0.0445,0.768,us-west-2
25468,batch_ml_training,2,0.3327,150.62,96,0.1769,4.96,2,8,0,eu-north-1,47.4,83.2,0.0573,0.979,eu-north-1
25469,video_transcoding,6,0.1031,252.23,12,0.6027,71.82,32,64,0,eu-central-1,195.1,64.9,0.0567,0.511,ap-southeast-1
25470,web_serving,8,0.1481,20.63,2,0.1175,5.88,32,64,0,us-east-1,318.1,21.8,0.0375,0.354,us-east-1
25471,fraud_detection,10,0.7069,4.4,1,0.4214,89.93,64,256,0,ap-southeast-1,417.9,34.3,0.0631,0.227,ap-southeast-1
25472,etl_pipeline,2,0.6233,50.34,9,0.3745,99.22,32,128,0,ap-south-1,422.5,43.1,0.0359,0.177,eu-north-1
25473,fraud_detection,9,0.2875,9.4,2,0.7499,0.56,8,64,0,ap-south-1,558.4,66.6,0.0318,0.191,us-east-1
25474,real_time_inference,10,0.8127,9.02,3,0.0709,55.65,2,8,0,us-east-1,331.1,15.9,0.0364,0.371,ap-southeast-1
25475,scientific_compute,2,0.492,420.96,100,0.7119,28.41,2,16,1,ap-southeast-1,397.6,24.6,0.0566,0.209,eu-north-1
25476,real_time_inference,10,0.3863,8.24,1,0.0275,7.63,8,64,0,eu-central-1,256.4,50.2,0.0554,0.535,us-east-1
25477,data_archival,4,0.257,92.87,189,0.5068,27.67,8,16,1,us-west-2,97.4,47.5,0.054,0.658,eu-north-1
25478,etl_pipeline,7,0.2023,82.44,21,0.1918,75.2,16,128,0,ap-southeast-1,413.8,29.3,0.0652,0.237,sa-east-1
25479,video_transcoding,4,0.3579,41.9,16,0.8807,70.34,64,128,0,eu-north-1,33.7,103.2,0.052,0.873,ap-south-1
25480,ci_cd_build,7,0.5772,34.23,6,0.2145,40.71,8,64,0,eu-north-1,41.0,89.2,0.0519,0.927,sa-east-1
25481,web_serving,10,0.1264,7.97,1,0.4022,75.83,64,128,1,eu-central-1,231.3,52.5,0.0483,0.518,us-east-1
25482,data_archival,3,0.5472,63.57,163,0.658,13.24,32,64,1,ap-south-1,590.8,65.5,0.031,0.182,eu-north-1
25483,web_serving,6,0.4752,23.29,2,0.2667,62.64,16,64,0,eu-north-1,34.4,61.6,0.0568,0.889,us-east-1
25484,ci_cd_build,6,0.4153,22.56,2,0.2877,13.29,2,8,0,us-east-1,378.5,22.1,0.0412,0.361,us-east-1
25485,fraud_detection,9,0.361,7.43,1,0.7262,63.79,8,64,0,ap-south-1,539.6,49.2,0.0354,0.164,us-east-1
25486,fraud_detection,10,0.9035,4.21,1,0.1881,54.6,64,256,1,eu-central-1,192.3,68.4,0.058,0.564,ap-southeast-1
25487,fraud_detection,10,0.453,13.6,2,0.072,60.96,32,128,1,eu-north-1,37.6,73.6,0.0566,1.0,us-east-1
25488,real_time_inference,7,0.1651,22.69,1,0.4195,92.13,64,256,0,ap-south-1,600.8,45.4,0.0316,0.176,us-east-1
25489,web_serving,9,0.2264,8.09,1,0.4617,5.24,4,32,0,us-west-2,111.6,37.3,0.0507,0.691,us-east-1
25490,fraud_detection,9,0.5236,3.63,2,0.3791,77.57,8,64,0,us-west-2,116.5,40.7,0.0441,0.656,us-east-1
25491,etl_pipeline,5,0.5656,146.46,3,0.3131,84.43,2,16,0,ap-southeast-1,366.7,34.8,0.0526,0.221,us-east-1
25492,real_time_inference,7,0.2177,17.31,3,0.1695,74.38,8,64,1,ap-southeast-1,410.4,27.6,0.0625,0.231,us-east-1
25493,fraud_detection,9,0.6707,12.48,2,0.6856,16.94,16,64,0,ap-south-1,594.4,63.1,0.0331,0.192,ap-southeast-1
25494,video_transcoding,4,0.3146,185.08,3,0.4875,31.32,4,16,0,ap-southeast-1,406.1,37.2,0.0643,0.229,us-east-1
25495,data_archival,1,0.5939,14.38,281,0.2149,2.51,64,512,0,eu-north-1,41.5,96.8,0.0611,1.0,eu-north-1
25496,video_transcoding,6,0.6405,51.11,7,0.5053,8.79,8,64,1,us-west-2,117.7,59.3,0.0443,0.749,eu-north-1
25497,etl_pipeline,7,0.6236,169.72,5,0.1903,2.64,4,16,1,ap-southeast-1,442.5,33.4,0.0553,0.222,eu-north-1
25498,batch_ml_training,3,0.3643,463.14,59,0.8599,78.23,16,64,0,ap-southeast-1,392.3,35.5,0.0531,0.194,us-west-2
25499,real_time_inference,8,0.4557,11.5,3,0.3344,50.15,32,256,0,us-east-1,419.5,24.8,0.0448,0.364,us-east-1
25500,real_time_inference,9,0.0993,29.68,3,0.1167,53.46,64,512,0,sa-east-1,163.7,106.3,0.0705,0.719,us-east-1
25501,video_transcoding,4,0.2806,47.65,10,0.1688,25.44,4,32,1,eu-central-1,188.7,85.9,0.0636,0.569,eu-north-1
25502,real_time_inference,8,0.8582,18.25,2,0.0209,19.26,64,512,0,sa-east-1,180.9,111.6,0.0573,0.64,ap-southeast-1
25503,ci_cd_build,8,0.4024,20.24,8,0.5763,27.27,32,64,0,eu-north-1,34.7,87.8,0.0541,0.964,us-east-1
25504,web_serving,5,0.5642,12.75,2,0.3554,47.58,8,64,1,sa-east-1,186.0,107.4,0.0588,0.628,eu-north-1
25505,etl_pipeline,3,0.6642,87.29,3,0.5011,34.05,2,4,0,sa-east-1,132.2,104.1,0.0677,0.713,us-east-1
25506,ci_cd_build,3,0.3884,41.39,2,0.0839,4.49,64,256,1,eu-central-1,249.7,73.8,0.0638,0.594,eu-north-1
25507,scientific_compute,5,0.0634,540.43,81,0.4303,23.87,64,128,0,eu-north-1,43.4,78.8,0.0595,0.971,eu-central-1
25508,fraud_detection,8,0.2632,4.5,2,0.1339,51.0,2,16,0,us-west-2,97.1,59.6,0.0447,0.734,us-east-1
25509,real_time_inference,7,0.4969,7.62,3,0.6106,39.85,32,256,0,eu-central-1,217.3,62.0,0.0606,0.592,eu-north-1
25510,batch_ml_training,5,0.613,351.55,62,0.2946,58.08,16,64,0,sa-east-1,164.3,116.6,0.0709,0.658,eu-central-1
25511,etl_pipeline,6,0.6258,134.84,5,0.5367,9.96,8,64,0,us-east-1,345.3,16.9,0.0383,0.41,sa-east-1
25512,data_archival,3,0.8014,38.19,103,0.4005,7.56,16,32,0,us-west-2,120.2,56.6,0.0534,0.771,us-west-2
25513,scientific_compute,4,0.2232,362.4,70,0.4712,25.33,4,8,0,ap-south-1,461.0,53.2,0.0378,0.176,us-west-2
25514,web_serving,6,0.2966,8.4,2,0.3002,2.19,2,8,1,eu-north-1,39.8,87.7,0.0486,0.967,eu-north-1
25515,ci_cd_build,5,0.7501,45.33,4,0.0965,53.3,16,32,1,eu-central-1,205.3,73.9,0.0534,0.54,eu-north-1
25516,etl_pipeline,2,0.4623,34.49,7,0.3731,34.86,32,64,0,ap-south-1,451.4,43.9,0.0358,0.183,eu-north-1
25517,data_archival,4,0.3852,49.84,206,0.2013,24.97,8,32,0,eu-central-1,241.2,68.3,0.0584,0.49,us-west-2
25518,data_archival,2,0.117,75.52,161,0.6657,75.91,8,32,1,us-west-2,107.5,36.3,0.0432,0.773,eu-north-1
25519,data_archival,1,0.4279,98.52,78,0.058,22.51,64,256,0,ap-south-1,580.8,71.0,0.0326,0.169,eu-north-1
25520,ci_cd_build,8,0.6354,32.33,8,0.4047,15.01,4,8,0,eu-central-1,225.7,76.1,0.0622,0.574,us-east-1
25521,ci_cd_build,7,0.3301,40.74,7,0.4307,6.29,4,16,0,us-east-1,447.8,19.4,0.0397,0.363,sa-east-1
25522,scientific_compute,1,0.6205,490.21,35,0.5493,35.42,16,32,1,ap-south-1,451.0,47.3,0.0395,0.174,eu-north-1
25523,real_time_inference,9,0.4451,28.02,2,0.3124,36.69,32,256,0,us-east-1,353.8,17.5,0.039,0.353,us-east-1
25524,batch_ml_training,4,0.1322,409.33,53,0.2586,61.41,4,16,0,us-west-2,107.0,58.1,0.0462,0.698,us-west-2
25525,batch_ml_training,2,0.2749,410.16,26,0.0688,42.35,4,8,0,us-west-2,110.0,41.7,0.0517,0.658,eu-north-1
25526,web_serving,6,0.4944,18.99,3,0.1766,129.06,8,64,0,eu-central-1,182.2,79.1,0.0551,0.51,us-east-1
25527,web_serving,9,0.426,17.79,3,0.6126,0.75,32,128,1,sa-east-1,138.9,120.4,0.0617,0.639,us-east-1
25528,etl_pipeline,6,0.0559,158.48,4,0.2887,7.43,16,64,1,ap-south-1,428.1,44.6,0.0319,0.184,eu-north-1
25529,scientific_compute,4,0.4295,173.25,47,0.3995,40.53,64,256,0,eu-central-1,200.7,65.9,0.0646,0.547,us-west-2
25530,fraud_detection,9,0.2936,11.98,1,0.274,37.87,64,256,0,us-east-1,412.2,24.8,0.0451,0.36,us-east-1
25531,scientific_compute,2,0.5067,315.34,55,0.1554,23.02,64,128,0,us-east-1,406.8,25.9,0.0382,0.409,eu-north-1
25532,batch_ml_training,5,0.817,241.57,31,0.1942,36.63,32,128,0,eu-central-1,223.9,49.6,0.0499,0.514,eu-central-1
25533,video_transcoding,2,0.2304,257.14,10,0.7639,37.84,8,32,0,us-east-1,376.1,18.4,0.0417,0.383,eu-north-1
25534,fraud_detection,9,0.5369,4.46,2,0.3762,55.21,32,128,1,ap-southeast-1,446.7,25.8,0.0559,0.203,us-east-1
25535,scientific_compute,2,0.3491,323.49,98,0.3273,57.84,8,64,1,ap-southeast-1,503.1,23.0,0.0577,0.236,eu-north-1
25536,ci_cd_build,7,0.536,59.77,7,0.2557,9.99,2,16,0,ap-south-1,487.2,57.9,0.0366,0.191,sa-east-1
25537,ci_cd_build,6,0.3975,31.81,4,0.1246,67.42,8,32,0,us-west-2,91.1,53.6,0.0522,0.761,sa-east-1
25538,batch_ml_training,5,0.2727,381.01,84,0.3296,15.77,2,4,0,us-east-1,377.7,18.4,0.0443,0.356,eu-central-1
25539,video_transcoding,3,0.647,161.4,10,0.4971,36.81,2,16,0,ap-southeast-1,467.4,35.1,0.0617,0.199,sa-east-1
25540,batch_ml_training,3,0.1871,123.48,46,0.4921,96.6,2,8,0,eu-north-1,36.5,65.8,0.0497,0.987,us-west-2
25541,real_time_inference,7,0.7892,11.08,3,0.6928,21.95,4,8,1,eu-north-1,46.7,97.0,0.0534,0.956,eu-central-1
25542,fraud_detection,10,0.8056,4.26,2,0.8923,32.1,32,64,0,us-east-1,407.1,18.1,0.0444,0.41,ap-southeast-1
25543,data_archival,4,0.5128,12.45,214,0.3861,51.71,2,16,1,us-east-1,370.4,15.1,0.0445,0.369,eu-north-1
25544,scientific_compute,2,0.4068,298.02,121,0.3897,4.61,2,8,0,ap-southeast-1,411.8,31.0,0.0539,0.233,eu-north-1
25545,data_archival,4,0.5348,88.61,121,0.2068,49.33,4,16,1,eu-north-1,35.6,65.6,0.0449,1.0,eu-north-1
25546,real_time_inference,8,0.403,6.41,3,0.4382,25.48,4,8,0,ap-south-1,465.0,55.6,0.0306,0.182,us-east-1
25547,ci_cd_build,7,0.5438,57.73,1,0.2241,46.44,64,512,0,ap-south-1,448.0,68.5,0.0343,0.192,us-east-1
25548,real_time_inference,10,0.3383,24.4,2,0.1303,22.98,64,128,0,ap-south-1,555.1,42.9,0.0398,0.185,us-east-1
25549,web_serving,6,0.436,5.57,1,0.6991,6.92,64,256,1,ap-southeast-1,376.3,25.7,0.0639,0.197,eu-north-1
25550,fraud_detection,8,0.4465,6.73,1,0.8365,42.56,8,16,0,us-west-2,122.6,44.0,0.0463,0.707,us-east-1
25551,video_transcoding,6,0.2029,139.32,3,0.6267,5.47,4,32,0,eu-north-1,35.3,74.7,0.0576,0.931,us-east-1
25552,ci_cd_build,4,0.3672,13.22,10,0.526,33.21,2,16,1,ap-southeast-1,476.9,32.2,0.0682,0.197,eu-north-1
25553,etl_pipeline,6,0.5662,164.84,22,0.6834,41.83,16,64,1,eu-central-1,206.7,54.1,0.0538,0.541,eu-north-1
25554,ci_cd_build,7,0.6154,30.35,2,0.473,17.49,4,16,0,us-west-2,99.0,49.6,0.055,0.734,us-east-1
25555,fraud_detection,8,0.0491,2.19,1,0.3046,3.33,4,16,0,us-west-2,105.4,57.0,0.0483,0.671,us-east-1
25556,video_transcoding,3,0.3429,42.56,7,0.2238,84.0,64,256,0,eu-north-1,43.6,69.5,0.0598,0.985,sa-east-1
25557,ci_cd_build,3,0.2833,44.45,6,0.5336,57.73,32,256,0,us-west-2,109.9,39.9,0.0547,0.687,sa-east-1
25558,scientific_compute,1,0.2993,355.79,186,0.1834,56.64,2,4,0,us-west-2,100.7,56.6,0.0507,0.759,eu-north-1
